session_id,overall_score
37,15.333333333333334
40,7.333333333333333
41,16.0
44,13.0
45,17.0
46,7.666666666666667
47,8.0
51,21.333333333333332
52,20.0
53,16.0
57,19.333333333333332
58,21.0
60,15.666666666666666
61,22.333333333333332
64,6.666666666666667
65,3.3333333333333335
66,5.666666666666667
72,9.0
73,24.0
74,22.666666666666668
79,17.666666666666668
81,17.333333333333332
83,18.333333333333332
91,20.0
94,16.333333333333332
95,14.0
96,16.0
97,7.333333333333333
98,3.3333333333333335
100,2.3333333333333335
111,24.0
123,23.666666666666668
127,19.666666666666668
128,10.666666666666666
130,17.333333333333332
131,3.3333333333333335
134,18.333333333333332
138,16.0
142,23.666666666666668
143,24.0
144,23.333333333333332
147,23.666666666666668
148,21.0
151,15.666666666666666
156,28.333333333333332
157,21.666666666666668
162,24.0
163,23.333333333333332
167,20.333333333333332
169,21.333333333333332
170,21.333333333333332
171,19.0
173,18.666666666666668
176,22.0
177,20.0
178,18.666666666666668
180,19.666666666666668
181,6.666666666666667
182,9.333333333333334
183,6.333333333333333
185,18.666666666666668
188,20.666666666666668
190,22.666666666666668
195,12.666666666666666
196,2.6666666666666665
199,8.333333333333334
202,18.0
206,19.0
211,12.0
212,22.333333333333332
213,19.333333333333332
216,21.0
217,4.333333333333333
218,10.0
221,16.333333333333332
222,16.0
224,18.0
226,20.333333333333332
227,18.0
228,19.333333333333332
229,17.666666666666668
235,16.0
237,14.0
244,17.333333333333332
245,19.333333333333332
246,22.333333333333332
251,5.333333333333333
253,8.666666666666666
254,17.666666666666668
256,18.0
260,18.666666666666668
267,21.333333333333332
270,20.0
276,21.666666666666668
278,22.333333333333332
280,22.0
281,16.333333333333332
285,19.0
286,17.0
292,16.666666666666668
293,14.0
294,18.0
295,20.333333333333332
296,12.666666666666666
297,22.0
299,18.0
301,22.666666666666668
302,14.0
306,12.333333333333334
307,22.333333333333332
308,17.333333333333332
310,23.333333333333332
313,17.0
315,20.333333333333332
316,19.0
317,19.0
319,20.0
320,18.333333333333332
324,15.666666666666666
326,16.333333333333332
327,1.3333333333333333
331,4.666666666666667
333,19.0
335,16.0
338,17.666666666666668
340,7.333333333333333
342,6.666666666666667
343,18.666666666666668
349,8.666666666666666
351,6.0
353,21.0
354,19.666666666666668
355,21.333333333333332
358,15.0
359,17.666666666666668
362,19.666666666666668
363,19.333333333333332
369,18.0
371,21.333333333333332
383,17.666666666666668
385,21.666666666666668
387,18.0
388,18.0
389,20.666666666666668
391,14.0
394,15.666666666666666
396,19.666666666666668
397,20.333333333333332
398,17.0
399,18.333333333333332
400,17.666666666666668
401,19.0
402,16.333333333333332
406,13.333333333333334
410,24.333333333333332
411,19.0
412,23.666666666666668
413,17.0
415,17.666666666666668
416,19.0
417,18.333333333333332
420,17.333333333333332
421,21.0
424,21.333333333333332
425,17.666666666666668
427,19.333333333333332
428,19.333333333333332
429,18.333333333333332
430,20.0
432,19.0
433,18.666666666666668
434,18.0
436,17.333333333333332
439,18.666666666666668
442,19.666666666666668
443,20.666666666666668
444,17.666666666666668
446,19.0
